contents,Es_keV,y_m,PrReach,uPrReach,PrDet,uPrDet
m,1000,-7.5,2.773500000000003e-5,3.741720442423512e-7,1.7785000000000027e-5,3.0361038845945315e-7
m,1000,-5,8.261499999999998e-5,6.460971432335079e-7,5.3684999999999985e-5,5.2984223969192e-7
m,1000,-2.5,0.001464062500000001,1.3562598019076848e-6,9.846212500000005e-4,1.1334608564395173e-6
m,1000,-2,0.0028189900000000013,1.8787768662710462e-6,0.0019250312499999994,1.5854157014614385e-06
m,1000,-1.5,0.00502283575,2.5085016551808898e-6,0.0034838740500000008,2.1328487866443632e-6
m,1000,-1,0.007840844,3.1287192608584207e-6,0.005499049500000002,2.6683146524157027e-6
m,1000,-0.5,0.010397527500000002,3.6151126220264255e-6,0.007346634999999998,3.0891890747566994e-6
m,1000,0,0.011441027,3.7878103081766674e-6,0.008107980499999999,3.2437773046368227e-6
m,1022,-15,4.188500042999999e-6,2.6597013579150192e-8,2.6740001874999964e-6,2.153733506613488e-8
m,1022,-12.5,7.013334424999997e-6,1.089320299762153e-7,4.53000043e-6,8.831878762697749e-8
m,1022,-10,1.2943331980000005e-5,1.4784878659097765e-7,8.239999589999996e-6,1.1909318610136837e-7
m,1022,-7.5,2.8614999999999993e-5,3.8043160432395714e-7,1.8200000000000022e-5,3.0716485020506516e-7
m,1022,-5,8.452999999999998e-5,6.533020615812033e-7,5.4994999999999984e-5,5.362955855878362e-7
m,1022,-2.5,0.0015095400000000004,1.376530379856814e-6,0.0010164206499999999,1.1519059479400194e-6
m,1022,-2,0.002896729999999999,1.9049913156926683e-6,0.0019810942500000013,1.6095542641932293e-6
m,1022,-1.5,0.0051436495,2.5359629323829416e-6,0.003572759,2.15451587234014e-6
m,1022,-1,0.008012619499999998,3.1660100282321745e-6,0.005627189549999999,2.705492289203277e-6
m,1022,-0.5,0.010606910999999997,3.6553792778794187e-6,0.007506192000000003,3.1293950484289496e-6
m,1022,0,0.011668346750000003,3.8236746468534815e-6,0.0082814955,3.2869332062897774e-6
m,1050,-15,4.288165444000001e-6,2.6917785502795016e-8,2.74033398e-6,2.1808367451940574e-8
m,1050,-12.5,7.226667050000001e-6,1.1060470210503122e-7,4.696666869999998e-6,8.98460382495532e-8
m,1050,-10,1.3438334875000006e-5,1.5070476570695608e-7,8.536666814999994e-6,1.2109171242022239e-7
m,1050,-7.5,2.9070000000000018e-5,3.8313650362305604e-7,1.8625000000000022e-5,3.1132150303343976e-7
m,1050,-5,8.779499999999995e-5,6.663733842343943e-7,5.6927499999999986e-5,5.45545192568235e-7
m,1050,-2.5,0.0015684014999999998,1.4014550021796852e-6,0.00105818065,1.1762293945864176e-6
m,1050,-2,0.0029961655000000013,1.938008554672743e-6,0.00205230805,1.6391155501977013e-6
m,1050,-1.5,0.0052962522499999986,2.5713691005284878e-6,0.0036861022000000015,2.1963122572846555e-6
m,1050,-1,0.008224316,3.2152279525008374e-6,0.005787069249999998,2.754260019828544e-6
m,1050,-0.5,0.0108661895,3.6834625852511873e-6,0.007704913749999997,3.1810448398977243e-6
m,1050,0,0.01194731325,3.882569141158708e-6,0.008496572499999999,3.3403338561586213e-6
m,1100,-15,4.5138329145000015e-6,2.7591137679356266e-8,2.8816666539999994e-6,2.2320823635330934e-8
m,1100,-12.5,7.4833325849999965e-6,1.1239794911054712e-7,4.8583325899999996e-6,9.115263287784827e-8
m,1100,-10,1.4144999085000005e-5,1.5456265301734916e-7,9.054165290000001e-6,1.2462598218619987e-7
m,1100,-7.5,3.115999999999997e-5,3.9633490406473153e-7,2.0100000000000035e-5,3.234988024800091e-7
m,1100,-5,9.560499999999999e-5,6.954937370462082e-7,6.2095e-5,5.693984719728354e-7
m,1100,-2.5,0.0016692075,1.4462685688644049e-6,0.0011300621999999999,1.216059234831114e-6
m,1100,-2,0.0031660674999999987,1.994699584103068e-6,0.0021760084000000007,1.6864595833941258e-6
m,1100,-1.5,0.005559421250000002,2.6471503450856134e-6,0.003882116250000001,2.2545352858560273e-6
m,1100,-1,0.0085954485,3.280915932901099e-6,0.006067302300000002,2.812512667838186e-6
m,1100,-0.5,0.01132666225,3.769937574377898e-6,0.008054470999999997,3.240532159692926e-6
m,1100,0,0.012442170499999999,3.9456441098156205e-6,0.008874225500000004,3.399203442030397e-6
m,1150,-15,4.77016639e-6,2.8347301045642293e-8,3.0605005479999996e-6,2.3035414378220954e-8
m,1150,-12.5,7.636665844999999e-6,1.1357902172726639e-7,4.968333564999999e-6,9.235817017441329e-8
m,1150,-10,1.491999855500001e-5,1.5869003043423846e-7,9.530833610000009e-6,1.2779707851797916e-7
m,1150,-7.5,3.2825e-5,4.0719389791903814e-7,2.0990000000000035e-5,3.2944852201178574e-7
m,1150,-5,1.0141500000000003e-4,7.158232479395664e-7,6.610000000000005e-5,5.876097572651854e-7
m,1150,-2.5,0.0017689162499999996,1.4911555659013876e-6,0.0012016358999999996,1.2548034436421223e-6
m,1150,-2,0.003329018500000001,2.04518552837635e-6,0.0022953348499999988,1.7338319956705671e-6
m,1150,-1.5,0.005815516250000003,2.7012635900744573e-6,0.004072862949999998,2.3084571061661388e-6
m,1150,-1,0.008949600999999996,3.356877900441014e-6,0.006334801299999999,2.867608508784659e-6
m,1150,-0.5,0.01176097325,3.8215068528664e-6,0.008387072000000008,3.326378795591124e-6
m,1150,0,0.012906347499999998,4.020364049772456e-6,0.009231690499999999,3.484881927213484e-6
m,1173,-15,4.841499121000003e-6,2.8559796474708723e-8,3.1079170179999962e-6,2.3214116856528745e-8
m,1173,-12.5,8.013332225e-6,1.165712457395322e-7,5.179999850000002e-6,9.43131025935478e-8
m,1173,-10,1.510833337500001e-5,1.5962885968148774e-7,9.708332745000005e-6,1.2896742263194387e-7
m,1173,-7.5,3.329000000000002e-5,4.104965216058475e-7,2.1400000000000022e-5,3.328672034276582e-7
m,1173,-5,1.0342000000000004e-4,7.23026787869578e-7,6.7805e-5,5.950104020980432e-7
m,1173,-2.5,0.0018138029999999986,1.5073356134931583e-6,0.0012342073500000007,1.2720753362216998e-6
m,1173,-2,0.0034048379999999994,2.0631504136520498e-6,0.00235088535,1.7533229406794875e-6
m,1173,-1.5,0.005929520000000002,2.7287322113070663e-6,0.00415853965,2.3387134187309694e-6
m,1173,-1,0.009106090500000004,3.390724446399712e-6,0.006454426300000004,2.901610974453333e-6
m,1173,-0.5,0.011953565500000006,3.851221863751273e-6,0.008537038649999995,3.328347073907355e-6
m,1173,0,0.013114249499999998,4.061963925039057e-6,0.009393145249999995,3.5250628985997965e-6
m,1200,-15,5.021833276500004e-6,2.91005850824103e-8,3.2274996449999986e-6,2.3656699196023655e-8
m,1200,-12.5,8.39000000000002e-6,2.0591151257579055e-7,5.459999999999995e-6,1.6792575034594894e-7
m,1200,-10,1.592500000000003e-5,2.839538049921149e-7,1.0165000000000027e-5,2.276670173938244e-7
m,1200,-7.5,3.407500000000004e-5,4.151055517811104e-7,2.1865000000000025e-5,3.3625690497891636e-7
m,1200,-5,1.0665999999999999e-4,7.343931839707868e-7,6.983249999999997e-5,6.030930201447473e-7
m,1200,-2.5,0.001866850000000001,1.5303557042968497e-6,0.0012716980999999997,1.291601720282768e-6
m,1200,-2,0.0034917937499999983,2.094964028148739e-6,0.00241413535,1.7808258874528096e-6
m,1200,-1.5,0.006063967749999998,2.7509489981236057e-6,0.004258652100000002,2.3593641481246428e-06
m,1200,-1,0.009288954499999995,3.4071001165102534e-6,0.006594590150000001,2.9403797982234837e-6
m,1200,-0.5,0.01217784874999999,3.899022347759088e-6,0.008710869149999998,3.370395319414503e-6
m,1200,0,0.013353865250000003,4.069465817424264e-6,0.009579600250000002,3.529334374449501e-6
m,1250,-15,5.208333174000003e-6,2.964117345677251e-8,3.3579173910000023e-6,2.416382458681465e-8
m,1250,-12.5,8.900000000000033e-6,2.122520362593724e-7,5.839999999999996e-6,1.7464058477842413e-7
m,1250,-10,1.6625000000000055e-5,2.8985634152843717e-7,1.0765000000000021e-5,2.3469205138169882e-7
m,1250,-7.5,3.619499999999997e-5,4.279770137253286e-7,2.319500000000003e-5,3.4629442032575405e-7
m,1250,-5,1.1333499999999994e-4,7.564381276907252e-7,7.46825e-5,6.249690100709495e-7
m,1250,-2.5,0.00196442,1.5704205685618555e-6,0.0013417770500000004,1.326550211945689e-6
m,1250,-2,0.0036513864999999993,2.1415283039592127e-6,0.0025314127000000014,1.8186359432047483e-6
m,1250,-1.5,0.006306772749999997,2.8156676094560943e-6,0.00444099415,2.405689467512005e-6
m,1250,-1,0.009618244250000001,3.474436783800201e-6,0.006846583750000003,2.984059729787585e-6
m,1250,-0.5,0.012576608999999992,3.979005067776994e-6,0.009019536550000002,3.445612572287551e-6
m,1250,0,0.013781346500000001,4.149533651501154e-6,0.009911248000000004,3.605356476061134e-6
m,1300,-15,5.471833933500002e-6,3.036344520142164e-8,3.5215839554999995e-6,2.4748699057491043e-8
m,1300,-12.5,9.435000000000022e-6,2.188002375227229e-7,6.064999999999995e-6,1.77689661227799e-7
m,1300,-10,1.749500000000004e-5,2.974602676316621e-7,1.1430000000000028e-5,2.43722507872683e-7
m,1300,-7.5,3.8585e-5,4.4151800297326495e-7,2.4667500000000018e-5,3.563723761474786e-7
m,1300,-5,1.2026999999999993e-4,7.792508878762988e-7,7.925749999999997e-5,6.434925246382528e-7
m,1300,-2.5,0.00206143,1.606956353656303e-6,0.001411299350000001,1.3600618647849336e-6
m,1300,-2,0.0038084542500000005,2.184737227653869e-6,0.0026471025499999992,1.8603131607124067e-6
m,1300,-1.5,0.006546978499999998,2.8608826966936305e-6,0.004622738950000003,2.465829389805219e-6
m,1300,-1,0.009942214250000001,3.5153440864283836e-6,0.007095512299999999,3.052495805993755e-6
m,1300,-0.5,0.012971871750000004,4.010461150720859e-6,0.009327327499999993,3.4807051482013846e-6
m,1300,0,0.014198051249999996,4.226361145447811e-6,0.010237384250000004,3.68308528833202e-6
m,1332,-15,5.600998832000005e-6,3.072060740805843e-8,3.6251672560000003e-6,2.5111725174918734e-8
m,1332,-12.5,9.60500000000003e-6,2.2028231694464258e-7,6.159999999999995e-6,1.7902532960380204e-7
m,1332,-10,1.8270000000000033e-5,3.0430627678993085e-7,1.1890000000000028e-5,2.485111807892153e-7
m,1332,-7.5,3.975000000000002e-5,4.4807593388927966e-7,2.5555e-5,3.6272248042546243e-7
m,1332,-5,1.24795e-4,7.938067686156372e-7,8.233749999999996e-5,6.576011190074211e-7
m,1332,-2.5,0.0021243549999999996,3.264251539012159e-6,0.0014563924999999994,2.7677454980604467e-6
m,1332,-2,0.003914160000000002,4.4301732642158595e-6,0.002722649999999999,3.784522654350537e-6
m,1332,-1.5,0.006694094999999998,5.788269852864239e-6,0.004733359999999996,4.9885434176793145e-6
m,1332,-1,0.010138979999999999,7.140305919529989e-6,0.007247899999999996,6.160114543936088e-6
m,1332,-0.5,0.013204835000000002,8.148979655960863e-6,0.009515400000000002,7.053743673808104e-6
m,1332,0,0.014454509999999997,8.53436425501105e-6,0.010443205,7.413873249280272e-6
m,1350,-15,5.674666238499998e-6,3.093228491734034e-8,3.6668343594999985e-6,2.5254810800997086e-8
m,1350,-12.5,9.530000000000026e-6,2.1954788660164765e-7,6.204999999999995e-6,1.7938166014325418e-7
m,1350,-10,1.852000000000003e-5,3.065917156516953e-7,1.2120000000000026e-5,2.511000663425839e-7
m,1350,-7.5,3.9970000000000005e-5,4.4902708434987517e-7,2.5840000000000024e-5,3.6629115992847845e-7
m,1350,-5,1.2608999999999998e-4,7.98233815305077e-7,8.329749999999998e-5,6.612012632013511e-7
m,1350,-2.5,0.00215643,3.2885604974802807e-6,0.0014799975000000002,2.788680562716455e-6
m,1350,-2,0.003964205000000001,4.457241757121635e-6,0.002761062499999999,3.808015801402746e-6
m,1350,-1.5,0.0067711650000000035,5.826766696364781e-6,0.0047932274999999995,5.0291624915879066e-6
m,1350,-1,0.010246509999999995,7.158419880248869e-6,0.0073329049999999955,6.205466928477466e-6
m,1350,-0.5,0.013335519999999998,8.155722881108902e-6,0.009619854999999995,7.104805182609812e-6
m,1350,0,0.014599374999999998,8.537022556214957e-6,0.010558827499999998,7.465671415813341e-6
m,1400,-15,5.876499192000004e-6,3.1476666215452555e-8,3.8051641170000006e-6,2.5734940916269803e-8
m,1400,-12.5,9.770000000000025e-6,2.2215482058015304e-7,6.389999999999994e-6,1.820756795373834e-7
m,1400,-10,1.9655000000000035e-5,3.156373428956879e-7,1.2725000000000028e-5,2.576311203047879e-7
m,1400,-7.5,4.1534999999999995e-05,4.578799491760915e-7,2.6922500000000022e-5,3.7468779119029565e-7
m,1400,-5,1.3310499999999987e-4,8.191840105531843e-7,8.808000000000005e-5,6.795764190200577e-7
m,1400,-2.5,0.00224821,3.3568727286000883e-6,0.0015471650000000007,2.852364964561458e-6
m,1400,-2,0.004111545000000001,4.53714982282341e-6,0.0028705150000000014,3.882613641385708e-6
m,1400,-1.5,0.0069942649999999995,5.929044851441989e-6,0.004963625000000001,5.104268722081505e-6
m,1400,-1,0.010547365000000003,7.26783118005805e-6,0.007567759999999998,6.301558927378581e-6
m,1400,-0.5,0.01370059500000001,8.290413453234525e-6,0.009905190000000001,7.24372692675809e-6
m,1400,0,0.014988790000000007,8.68501539662527e-6,0.010862542499999997,7.553487048778144e-6
m,1450,-15,6.134999788500001e-6,3.21722092699043e-8,3.975333465000003e-6,2.6337530538255047e-8
m,1450,-12.5,1.0640000000000025e-5,2.3174494266380428e-7,6.834999999999991e-6,1.8781631108679023e-7
m,1450,-10,2.0415000000000044e-5,3.216538265255055e-7,1.3275000000000031e-5,2.650829302939933e-7
m,1450,-7.5,4.370500000000004e-5,4.69168839686738e-7,2.8287500000000034e-5,3.830730870422282e-7
m,1450,-5,1.4115999999999993e-4,8.441042363858269e-7,9.356749999999997e-5,7.007295231111378e-7
m,1450,-2.5,0.0023392949999999995,3.4276628430748945e-6,0.0016141399999999994,2.9127388744351296e-6
m,1450,-2,0.004254234999999999,4.619198451127128e-6,0.002978029999999998,3.960141457497627e-6
m,1450,-1.5,0.0072056499999999975,6.015124609667223e-6,0.005124507499999994,5.189799407990868e-6
m,1450,-1,0.010830639999999985,7.36943176809547e-6,0.007786607499999996,6.42098753760719e-6
m,1450,-0.5,0.014046740000000002,8.368853849368278e-6,0.010174289999999996,7.323462708817287e-6
m,1450,0,0.015357434999999994,8.750640148523678e-6,0.011152515000000005,7.688285116896643e-6
m,1500,-15,6.3738346379999995e-6,3.2795222584883895e-8,4.126416032499998e-6,2.6830012869450124e-8
m,1500,-12.5,1.1185000000000031e-5,2.3744334475301676e-7,7.209999999999991e-6,1.9429393057877527e-7
m,1500,-10,2.128500000000005e-5,3.2852320759689106e-7,1.3835000000000034e-5,2.6948525467639234e-7
m,1500,-7.5,4.493500000000001e-5,4.7591134295134207e-7,2.935750000000004e-5,3.9130117092760216e-7
m,1500,-5,1.4882499999999984e-4,8.66333340447544e-7,9.878750000000002e-5,7.195752271640452e-7
m,1500,-2.5,0.002427099999999999,3.4898130318095843e-6,0.001679549999999999,2.973596506324033e-6
m,1500,-2,0.004396865,4.6966018934395805e-6,0.0030841975000000014,4.027152771206578e-6
m,1500,-1.5,0.0074114900000000015,6.092133610048227e-6,0.005284097500000001,5.281639208178927e-6
m,1500,-1,0.011111775000000006,7.440440366521545e-6,0.008004579999999999,6.502440612003739e-6
m,1500,-0.5,0.01438459,8.492212914825942e-6,0.010440205000000003,7.4513329099180465e-6
m,1500,0,0.015713025000000002,8.880669254413347e-6,0.011433802499999996,7.759988757665144e-6
m,1550,-15,6.572169016500001e-6,3.32854689794954e-8,4.263167788000004e-6,2.7280808887131212e-8
m,1550,-12.5,1.1280000000000026e-5,2.3925981770765427e-7,7.254999999999995e-6,1.946102165933226e-7
m,1550,-10,2.151500000000003e-5,3.3050041750503136e-7,1.405500000000003e-5,2.7216025651121435e-7
m,1550,-7.5,4.499000000000003e-5,4.763182131868357e-7,2.9575000000000038e-5,3.93472008498381e-7
m,1550,-5,1.55555e-4,8.860622596769088e-7,1.0350750000000006e-4,7.399302170602394e-7
m,1550,-2.5,0.0025198449999999997,3.5550953246581874e-6,0.0017479524999999994,3.0371049370227967e-6
m,1550,-2,0.004531469999999998,4.770228790449783e-6,0.003182092500000003,4.093737751701737e-6
m,1550,-1.5,0.007616454999999999,6.168257336877228e-6,0.0054385875000000005,5.366698309562688e-6
m,1550,-1,0.011385105,7.558144294598461e-6,0.00821513499999999,6.573769787885531e-6
m,1550,-0.5,0.014715669999999995,8.612908980849747e-6,0.01070148499999999,7.518337869560937e-6
m,1550,0,0.016051145,9.001996335544676e-6,0.0117080925,7.891234731578599e-6
m,1600,-15,6.801167239500001e-6,3.3868262914283214e-8,4.4138341485e-6,2.7778421756530707e-8
m,1600,-12.5,1.1740000000000025e-5,2.4353170614316324e-7,7.617499999999993e-6,1.9919751108886861e-7
m,1600,-10,2.2860000000000032e-5,3.4029130314592223e-7,1.4885000000000028e-5,2.807676831314458e-7
m,1600,-7.5,4.710500000000001e-5,4.876925818592076e-7,3.0860000000000006e-5,4.014918808350926e-7
m,1600,-5,1.6204500000000007e-4,9.044816489083678e-7,1.0755999999999998e-4,7.536113172927741e-7
m,1600,-2.5,0.002600715000000001,3.6114261650577183e-6,0.0018069500000000003,3.0869180170865207e-6
m,1600,-2,0.004661924999999999,4.836524087405206e-6,0.0032829850000000004,4.164904016663851e-6
m,1600,-1.5,0.007800255000000004,6.260477885013171e-6,0.0055827049999999994,5.4355729966107175e-6
m,1600,-1,0.01163923999999999,7.610242325883353e-6,0.008417422499999995,6.682377314231114e-6
m,1600,-0.5,0.015019539999999998,8.660819432818944e-6,0.010948780000000002,7.638370806386656e-6
m,1600,0,0.016386690000000002,9.048262723635223e-6,0.011982362500000012,7.946463412849364e-6
m,1650,-15,6.9799997249999964e-6,3.4290551792268626e-8,4.5525834955000054e-6,2.8224131968681315e-8
m,1650,-12.5,1.2350000000000038e-5,2.4949831951838903e-7,8.115000000000025e-6,2.056010014913593e-7
m,1650,-10,2.3330000000000032e-5,3.432796800001423e-7,1.5020000000000034e-5,2.815912505219224e-7
m,1650,-7.5,4.922500000000002e-5,4.983791253350705e-7,3.2195000000000006e-5,4.1029785774270143e-7
m,1650,-5,1.6904999999999996e-4,9.239346034498326e-7,1.1261749999999998e-4,7.709822174069989e-7
m,1650,-2.5,0.0026907750000000007,3.671968311953788e-6,0.0018738274999999995,3.1467637238558276e-6
m,1650,-2,0.004793565000000001,4.904826971824517e-6,0.0033829,4.23239316291285e-6
m,1650,-1.5,0.007989599999999996,6.32211803843261e-6,0.005728835000000008,5.5034648042610705e-6
m,1650,-1,0.011886604999999996,7.715852618097076e-6,0.008608897499999995,6.73963673638459e-6
m,1650,-0.5,0.015321825000000002,8.773508390338256e-6,0.01118601000000001,7.687613021434761e-6
m,1650,0,0.016714724999999993,9.164956480227609e-6,0.012242142500000006,8.068058299190041e-6
m,1700,-15,7.292001644999996e-6,3.505190682825707e-8,4.746416222000005e-6,2.882456148181849e-8
m,1700,-12.5,1.2590000000000037e-5,2.5209861315862115e-7,8.215000000000027e-6,2.0754860691534396e-7
m,1700,-10,2.379500000000002e-5,3.468751459239333e-7,1.5460000000000035e-5,2.846957208191756e-7
m,1700,-7.5,5.0525000000000035e-5,5.050436209482307e-7,3.318500000000004e-5,4.1822996156420946e-7
m,1700,-5,1.76185e-4,9.431275603917531e-7,1.1787e-4,7.900218464809218e-7
m,1700,-2.5,0.00276651,3.7266616817250116e-6,0.0019294024999999993,3.197229422188901e-6
m,1700,-2,0.004917144999999999,4.9644832753987095e-6,0.003476424999999999,4.293068735356723e-6
m,1700,-1.5,0.008171330000000003,6.411435263956135e-6,0.005872145000000007,5.57977418811195e-6
m,1700,-1,0.01212664500000001,7.816092584107613e-6,0.008805055000000003,6.841020724608497e-6
m,1700,-0.5,0.015617114999999999,8.807526001892601e-6,0.0114265725,7.802061431029577e-6
m,1700,0,0.017028429999999987,9.277320166118716e-6,0.012495687499999995,8.184474022691474e-6
m,1750,-15,7.510833919999997e-6,3.556600141125003e-8,4.9006658655000015e-6,2.930994582760538e-8
m,1750,-12.5,1.3000000000000038e-5,2.561233552045773e-7,8.617500000000046e-6,2.1379063546332513e-7
m,1750,-10,2.3870000000000017e-5,3.483352396058286e-7,1.5655000000000025e-5,2.8796430587617966e-7
m,1750,-7.5,5.298000000000006e-5,5.169430204265748e-7,3.486e-5,4.30063248207749e-7
m,1750,-5,1.8309000000000006e-4,9.611694429832597e-7,1.2274250000000002e-4,8.064355916803353e-7
m,1750,-2.5,0.0028495299999999986,3.7792980649033553e-6,0.0019914724999999995,3.2477853122605034e-6
m,1750,-2,0.005042020000000002,5.0243243180837e-6,0.003571862499999999,4.353926431422145e-6
m,1750,-1.5,0.008350235000000003,6.46517718234661e-6,0.006011442500000003,5.653372268972136e-6
m,1750,-1,0.012360875000000004,7.853991222647504e-6,0.008993054000000002,6.8936048941022976e-6
m,1750,-0.5,0.015905,8.912766867864953e-6,0.011654555000000004,7.840952381273626e-6
m,1750,0,0.017334680000000005,9.295611366652897e-6,0.012738199999999998,8.213563991810679e-6
m,1800,-15,7.711666478e-6,3.60525719651292e-8,5.036001273500005e-6,2.9738418609190522e-08
m,1800,-12.5,1.3400000000000053e-5,2.5999406490437465e-07,8.722500000000042e-6,2.149034559011324e-7
m,1800,-10,2.4955000000000035e-5,3.5569755434252007e-7,1.6312500000000037e-5,2.9569612285387263e-7
m,1800,-7.5,5.476499999999995e-5,5.261259781342773e-7,3.6050000000000056e-5,4.3503258044455724e-7
m,1800,-5,1.9041999999999998e-4,9.80170938956568e-7,1.2788249999999996e-4,8.236513015346286e-7
m,1800,-2.5,0.0029289200000000002,3.833496388765092e-6,0.0020498925000000004,3.2964697914312917e-6
m,1800,-2,0.005169949999999996,5.090444772466546e-6,0.0036681400000000003,4.415208419590489e-6
m,1800,-1.5,0.008536669999999996,6.554183841362613e-6,0.006153470000000006,5.712082260350336e-6
m,1800,-1,0.012594705000000005,7.948875523154974e-6,0.009176133999999999,6.990259957560208e-6
m,1800,-0.5,0.016174195000000002,9.009915675952606e-6,0.011870195000000005,7.941047958621538e-6
m,1800,0,0.017627095000000006,9.39807700419111e-6,0.012974267500000001,8.321633792148423e-6
m,1850,-15,7.9335007765e-6,3.6559899825921864e-8,5.1765836215000056e-6,3.015952976583002e-8
m,1850,-12.5,1.3540000000000048e-5,2.617198429652405e-7,8.867500000000045e-6,2.1657943102776963e-7
m,1850,-10,2.588000000000004e-5,3.624032521946377e-7,1.684250000000004e-5,3.0055631386407864e-7
m,1850,-7.5,5.6325e-5,5.337098140190511e-7,3.7125e-5,4.4210180276690823e-7
m,1850,-5,1.966149999999999e-4,9.955937352032704e-7,1.3274999999999992e-4,8.410582842782806e-7
m,1850,-2.5,0.0030018,3.878021568593191e-6,0.0021042775000000005,3.3430792181594163e-6
m,1850,-2,0.005282439999999999,5.148603719427287e-6,0.003753475,4.464484049692563e-6
m,1850,-1.5,0.008704265000000003,6.597094143863511e-6,0.006281555,5.7911269355462985e-6
m,1850,-1,0.012820009999999995,8.038915721989439e-6,0.009352484000000003,7.082017887117671e-6
m,1850,-0.5,0.016438534999999994,9.100406477986547e-6,0.01207968,8.043067777938427e-6
m,1850,0,0.01790285500000001,9.495778044588395e-6,0.013193434999999991,8.425582368569289e-6
m,1900,-15,8.206998231500014e-6,3.7166151751288395e-8,5.365250164999997e-6,3.068614813203784e-8
m,1900,-12.5,1.373500000000004e-5,2.641460787315422e-7,9.135000000000052e-6,2.2039357875400984e-7
m,1900,-10,2.7205000000000062e-5,3.7163465451569536e-7,1.7550000000000044e-5,3.0528452123183374e-7
m,1900,-7.5,5.8255e-5,5.433095622904593e-7,3.843500000000003e-5,4.5075386660099765e-7
m,1900,-5,2.0195999999999992e-4,1.0096629837424709e-6,1.3643249999999998e-4,8.513086425049893e-7
m,1900,-2.5,0.003074395,3.9241152181421425e-6,0.0021607074999999997,3.3885223016474484e-6
m,1900,-2,0.005396455000000003,5.195868075634475e-6,0.0038411150000000004,4.51769563226949e-6
m,1900,-1.5,0.008864460000000005,6.674952708752216e-6,0.006409804999999993,5.838281149177739e-6
m,1900,-1,0.013033504999999997,8.062420330118713e-6,0.009520683500000002,7.115264569244225e-6
m,1900,-0.5,0.016690740000000003,9.10864856370977e-6,0.012282520000000009,8.137185472392058e-6
m,1900,0,0.01816049,9.491598656151184e-6,0.013403052499999995,8.431261063799431e-6
m,1950,-15,8.361000240000006e-6,3.752083163869553e-8,5.472499307000001e-6,3.1039774380070704e-8
m,1950,-12.5,1.4130000000000036e-5,2.679654885428347e-7,9.315000000000049e-6,2.219815096342484e-7
m,1950,-10,2.8020000000000047e-5,3.767422022763047e-7,1.8310000000000043e-5,3.119121400827482e-7
m,1950,-7.5,5.896499999999997e-5,5.457970344471012e-7,3.913000000000004e-5,4.5575369310544246e-7
m,1950,-5,2.0952499999999985e-4,1.0280172369866907e-6,1.4195250000000002e-4,8.698953985450643e-7
m,1950,-2.5,0.0031363650000000003,3.967705785211526e-6,0.0022096349999999993,3.4274029500364405e-6
m,1950,-2,0.005499585000000001,5.256327694008433e-6,0.003919835,4.562481808097404e-6
m,1950,-1.5,0.009018845,6.703749516730338e-6,0.006530764999999993,5.9140546430550925e-6
m,1950,-1,0.013236890000000001,8.145146952485432e-6,0.009681869999999995,7.198928578177259e-6
m,1950,-0.5,0.01692742,9.192874151608994e-6,0.0124733875,8.150515396160606e-6
m,1950,0,0.018410779999999995,9.570752196664949e-6,0.01360641250000001,8.52207665506464e-6
m,2000,-15,8.574667464999993e-6,3.8012837187144745e-8,5.6269174235000015e-6,3.1478821562926966e-8
m,2000,-12.5,1.4470000000000048e-5,2.706558561845652e-7,9.520000000000053e-6,2.2605629238809064e-7
m,2000,-10,2.8295000000000064e-5,3.7824700361965894e-7,1.853000000000003e-5,3.1279785200549257e-7
m,2000,-7.5,6.0385000000000026e-5,5.520948362290213e-7,4.0049999999999984e-5,4.6010700633004946e-7
m,2000,-5,2.16625e-4,1.0453348879659324e-6,1.4709499999999995e-4,8.887700680835566e-7
m,2000,-2.5,0.003205030000000001,4.0097036709905075e-6,0.0022601299999999978,3.4669842716029776e-6
m,2000,-2,0.005594704999999995,5.294753474605073e-6,0.0039957375000000015,4.619838141288157e-6
m,2000,-1.5,0.009161480000000003,6.774586732922128e-6,0.006643519999999998,5.949299887235325e-6
m,2000,-1,0.013429494999999993,8.21960397619186e-6,0.009835895,7.282512479668162e-6
m,2000,-0.5,0.017158594999999992,9.279458705176621e-6,0.012658034999999996,8.2368005583206e-6
m,2000,0,0.01865463,9.65557159407273e-6,0.013805137500000002,8.615403164459272e-6
